日期,时间,纬度方向,纬度,经度方向,经度,海拔,地面速率
2017年05月10日,9:42:9,N,4048.087,E,11141.449,1041千米,7.8
2017年05月10日,9:42:10,N,4048.086,E,11141.446,1041千米,8.9
2017年05月10日,9:42:11,N,4048.085,E,11141.443,1042千米,9.5
2017年05月10日,9:42:13,N,4048.083,E,11141.436,1042千米,8.2
2017年05月10日,9:42:14,N,4048.082,E,11141.433,1042千米,8.1
2017年05月10日,9:42:14,N,4048.082,E,11141.433,1041千米,8.1
2017年05月10日,9:42:15,N,4048.081,E,11141.431,1041千米,7.7
2017年05月10日,9:42:16,N,4048.081,E,11141.428,1041千米,7.6
2017年05月10日,9:42:18,N,4048.079,E,11141.423,1041千米,7.2
2017年05月10日,9:42:18,N,4048.079,E,11141.423,1041千米,7.2
2017年05月10日,9:42:20,N,4048.078,E,11141.419,1041千米,5.9
2017年05月10日,9:42:20,N,4048.078,E,11141.419,1042千米,5.9
2017年05月10日,9:42:21,N,4048.077,E,11141.417,1042千米,3.9
2017年05月10日,9:42:23,N,4048.076,E,11141.414,1042千米,4.0
2017年05月10日,9:42:23,N,4048.076,E,11141.414,1042千米,4.0
2017年05月10日,9:42:24,N,4048.076,E,11141.413,1042千米,3.7
2017年05月10日,9:42:26,N,4048.075,E,11141.411,1042千米,3.1
2017年05月10日,9:42:26,N,4048.075,E,11141.411,1043千米,3.1
2017年05月10日,9:42:28,N,4048.075,E,11141.408,1043千米,3.9
2017年05月10日,9:42:28,N,4048.075,E,11141.408,1044千米,3.9
2017年05月10日,9:42:30,N,4048.074,E,11141.404,1044千米,3.9
2017年05月10日,9:42:31,N,4048.074,E,11141.402,1044千米,3.3
2017年05月10日,9:42:32,N,4048.075,E,11141.401,1045千米,3.3
2017年05月10日,9:42:32,N,4048.075,E,11141.401,1045千米,3.3
2017年05月10日,9:42:33,N,4048.076,E,11141.400,1046千米,4.3
2017年05月10日,9:42:35,N,4048.078,E,11141.400,1046千米,2.7
2017年05月10日,9:42:35,N,4048.078,E,11141.400,1047千米,2.7
2017年05月10日,9:42:37,N,4048.079,E,11141.401,1047千米,2.7
2017年05月10日,9:42:37,N,4048.079,E,11141.401,1047千米,2.7
2017年05月10日,9:42:39,N,4048.080,E,11141.402,1048千米,2.5
2017年05月10日,9:42:39,N,4048.080,E,11141.402,1048千米,2.5
2017年05月10日,9:42:40,N,4048.080,E,11141.403,1048千米,1.7
2017年05月10日,9:42:41,N,4048.080,E,11141.403,1049千米,1.7
2017年05月10日,9:42:42,N,4048.080,E,11141.404,1049千米,1.6
2017年05月10日,9:42:44,N,4048.080,E,11141.405,1049千米,1.4
2017年05月10日,9:42:44,N,4048.080,E,11141.405,1049千米,1.4
2017年05月10日,9:42:45,N,4048.081,E,11141.405,1049千米,1.5
2017年05月10日,9:42:47,N,4048.081,E,11141.407,1049千米,1.2
2017年05月10日,9:42:47,N,4048.081,E,11141.407,1049千米,1.2
2017年05月10日,9:42:49,N,4048.081,E,11141.407,1050千米,0.4
2017年05月10日,9:42:50,N,4048.081,E,11141.407,1050千米,0.0
2017年05月10日,9:42:50,N,4048.081,E,11141.407,1050千米,0.0
2017年05月10日,9:42:52,N,4048.081,E,11141.408,1050千米,0.0
2017年05月10日,9:42:53,N,4048.081,E,11141.408,1050千米,0.0
2017年05月10日,9:42:53,N,4048.081,E,11141.408,1050千米,0.0
2017年05月10日,9:42:55,N,4048.081,E,11141.408,1050千米,0.0
2017年05月10日,9:42:56,N,4048.081,E,11141.408,1050千米,0.0
2017年05月10日,9:42:56,N,4048.081,E,11141.408,1050千米,0.0
2017年05月10日,9:42:58,N,4048.081,E,11141.408,1050千米,0.0
2017年05月10日,9:42:58,N,4048.081,E,11141.408,1050千米,0.0
2017年05月10日,9:43:0,N,4048.081,E,11141.408,1050千米,0.0
2017年05月10日,9:43:0,N,4048.081,E,11141.408,1050千米,0.0
2017年05月10日,9:43:2,N,4048.081,E,11141.408,1050千米,0.0
2017年05月10日,9:43:3,N,4048.081,E,11141.408,1050千米,0.0
2017年05月10日,9:43:3,N,4048.081,E,11141.408,1050千米,0.0
2017年05月10日,9:43:5,N,4048.081,E,11141.408,1050千米,0.0
2017年05月10日,9:43:5,N,4048.081,E,11141.408,1050千米,0.0
2017年05月10日,9:43:6,N,4048.081,E,11141.408,1050千米,0.0
2017年05月10日,9:43:7,N,4048.081,E,11141.408,1050千米,0.0
2017年05月10日,9:43:9,N,4048.081,E,11141.408,1050千米,0.0
2017年05月10日,9:43:10,N,4048.081,E,11141.408,1050千米,0.0
2017年05月10日,9:43:10,N,4048.081,E,11141.408,1050千米,0.0
